id,box_id,device_type,false_character,hold_for,key_pressed,location,long_pressed_equivalent,name,platform,pressed_after,timestamp,user_id
902,#text-area-1,Computer/Laptop,f,754,Shift,16,2,Kedar,MacIntel,0,1584257309690,ef70b84c-be3d-434b-9cbe-55a19ce557a0
903,#text-area-1,Computer/Laptop,f,63,h,72,1,Kedar,MacIntel,457,1584257310901,ef70b84c-be3d-434b-9cbe-55a19ce557a0
904,#text-area-1,Computer/Laptop,f,80,i,73,1,Kedar,MacIntel,105,1584257311070,ef70b84c-be3d-434b-9cbe-55a19ce557a0
905,#text-area-1,Computer/Laptop,f,86,s,83,1,Kedar,MacIntel,19,1584257311169,ef70b84c-be3d-434b-9cbe-55a19ce557a0
906,#text-area-1,Computer/Laptop,f,72, ,32,1,Kedar,MacIntel,54,1584257311309,ef70b84c-be3d-434b-9cbe-55a19ce557a0
907,#text-area-1,Computer/Laptop,f,67,i,73,1,Kedar,MacIntel,87,1584257311468,ef70b84c-be3d-434b-9cbe-55a19ce557a0
908,#text-area-1,Computer/Laptop,f,112,s,83,1,Kedar,MacIntel,26,1584257311561,ef70b84c-be3d-434b-9cbe-55a19ce557a0
909,#text-area-1,Computer/Laptop,f,95, ,32,1,Kedar,MacIntel,90,1584257311763,ef70b84c-be3d-434b-9cbe-55a19ce557a0
910,#text-area-1,Computer/Laptop,f,103,a,65,1,Kedar,MacIntel,43,1584257311901,ef70b84c-be3d-434b-9cbe-55a19ce557a0
911,#text-area-1,Computer/Laptop,f,100, ,32,1,Kedar,MacIntel,20,1584257312024,ef70b84c-be3d-434b-9cbe-55a19ce557a0
912,#text-area-1,Computer/Laptop,f,111,a,65,1,Kedar,MacIntel,77,1584257312882,ef70b84c-be3d-434b-9cbe-55a19ce557a0
913,#text-area-1,Computer/Laptop,f,75,g,71,1,Kedar,MacIntel,138,1584257313131,ef70b84c-be3d-434b-9cbe-55a19ce557a0
914,#text-area-1,Computer/Laptop,f,107,r,82,1,Kedar,MacIntel,110,1584257313316,ef70b84c-be3d-434b-9cbe-55a19ce557a0
915,#text-area-1,Computer/Laptop,f,121,a,65,1,Kedar,MacIntel,45,1584257313468,ef70b84c-be3d-434b-9cbe-55a19ce557a0
916,#text-area-1,Computer/Laptop,f,88,p,80,1,Kedar,MacIntel,146,1584257313735,ef70b84c-be3d-434b-9cbe-55a19ce557a0
917,#text-area-1,Computer/Laptop,f,67,h,72,1,Kedar,MacIntel,130,1584257313953,ef70b84c-be3d-434b-9cbe-55a19ce557a0
918,#text-area-1,Computer/Laptop,f,91, ,32,1,Kedar,MacIntel,55,1584257314075,ef70b84c-be3d-434b-9cbe-55a19ce557a0
919,#text-area-1,Computer/Laptop,f,71,t,84,1,Kedar,MacIntel,52,1584257314218,ef70b84c-be3d-434b-9cbe-55a19ce557a0
